"","Text","Score","Positive","Negative"
"4429","Freedom is not a gift from the government Freedom is a gift from God PresidentTrump NRAAM MAGA LCraK",1,2,1
"4430","Congrats America on these lastdays woas our President I support TrumpLets all get behind PresidentTrump",1,1,0
"4431","Lays Out PresidentTrumps Triumphs Failures During FirstDays
MAGA AmericaFirst
hxo",-1,0,1
"4432","Lays Out PresidentTrumps Triumphs Failures During FirstDays
MAGA AmericaFirst
hxo",-1,0,1
"4433","Our dear leader th trip to Mexico and its about PresidentTrumpxqELemdnU",1,1,0
"4434","SpecialElection MAGAThis Tuesday SCElect The Candidate Supporting PresidentTrump",1,1,0
"4435","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst",-1,0,1
"4436","I Love PresidentTrump TeamTrumpLife",1,1,0
"4437","I Just Wanna Say CongratsPresidentTrump on His st Successful Days and for the nxtdays andmore years TeamTrump MAGA",1,1,0
"4438","Lays Out PresidentTrumps Triumphs Failures During FirstDays
MAGA AmericaFirst
hxo",-1,0,1
"4439","Help Wanted The Trump Administration Still Has Some Openings To Fill
news PresidentTrump OnWPDsm",1,1,0
"4440","The left ever since PresidentTrump won in one videosundaymotivation MAGA kdHHjS",1,1,0
"4441","Hi PresidentTrump my names Josh I just wanna say congratulations on ur successful Days thank u for everything u do",3,3,0
"4442","Lays Out PresidentTrumps Triumphs Failures During FirstDays
MAGA AmericaFirst
hxo",-1,0,1
"4443","Lays Out PresidentTrumps Triumphs Failures During FirstDays
MAGA AmericaFirst
hxo",-1,0,1
"4444","Lays Out PresidentTrumps Triumphs Failures During FirstDays
MAGA AmericaFirst
hxo",-1,0,1
"4445","B for PresidentTrump D for Congress would be an F except for Gorsuch",0,0,0
"4446","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst",-1,0,1
"4447","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst",-1,0,1
"4448","MTPresidentTrump families want to know will you KeepYourPromise to StopCommonCore hYSLGdNWN PJNET",0,0,0
"4449","Lays Out PresidentTrumps Triumphs Failures During FirstDays
MAGA AmericaFirst
hxocfj",-1,0,1
"4450","We Will FightAmericanWorkers Jobs
PresidentTrump memorandum Aluminum BuyAmericanHireAmerican AmericaFir",0,0,0
"4451","USA is now under new management PresidentTrumpteam MAGA cJzgujTJ",0,0,0
"4452","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst",-1,0,1
"4453","AmericaFirstFormer POTUS Obama did nothinghelp these Chicago residents PresidentTrump has already shown a wi",0,0,0
"4454","Check your American privilege MAGA BoycottOscar FirstDays ProgressiveHaters PresidentTrump hQKVveIrhZ",1,1,0
"4455","North Korea missile test regime has disrespected China says Donald Trump ByNhPCjeR",1,1,0
"4456","The American people not Big Oil must decide our climate futureSenator UVMCyyXt",-1,0,1
"4457","Rare victory for persecuted journalist highlights Mexicos press freedom eLOjUaHhr",2,2,0
"4458","Congratulations Mr President on your wild romp through all norms and rules nNTcsmnVT",0,1,1
"4459","Thephotographs of the week jwhnLbs",0,0,0
"4460","Celebrating PresidentTrumpsFirst Days Article coming soon vcAcxrYDLz Cant wait for the Rally",0,0,0
"4461","Celebrating PresidentTrumpsFirst Days Article coming soon vcAcxrYDLz Cant wait for the Rally",0,0,0
"4462","I have seen the opposite
PresidentTrump has ignited a SPARK in America JustTweetin
dont want another Vietnam jSOECDnXt",0,0,0
"4463","PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction",-1,1,2
"4464","The left ever since PresidentTrump won in one videosundaymotivation MAGA kdHHjS",1,1,0
"4465","Heres toYRS of PresidentTrumps Presidency it really is fascinating to watch a man with such staminayea GZMYDzp",1,1,0
"4466","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst",-1,0,1
"4467","PresidentTrump is not going after WIKILEAKSis pursuing the leakers as he should",-1,0,1
"4468","Congratulations on your days in office PresidentTrump",1,1,0
"4469","The left ever since PresidentTrump won in one videosundaymotivation MAGA kdHHjS",1,1,0
"4470","PresidentTrump is not going after WIKILEAKSis pursuing the leakers as he should",-1,0,1
"4471","Celebrating PresidentTrumpsFirst Days Article coming soon GmTkPlEv",0,0,0
"4472","PresidentTrumpwill be President foryears Godwilling Trump AmericaIsBack AmericaFirst",1,1,0
"4473","BIG Penn PresidentTrump rally today will be HUGE USAUSAUSA YSSYjF",0,0,0
"4474","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst",-1,0,1
"4475","PresidentTrump has done a great job inherited an unmitigated disaster fromyrs Obama vjSXsYZw",0,1,1
"4476","Another great Trump sketch from SNL TRUMP Pressconferenceveryfakenews cnn trumppressconference PresidentTrump",3,3,0
"4477","PresidentTrump has proven hes a man of his word Hes keeping every one of his caign promises one by one So awesome",3,3,0
"4478","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst",-1,0,1
"4479","PresidentTrump has proven hes a man of his word Hes keeping every one of his caign promises one by one So awesome",3,3,0
"4480","PresidentTrump Day Report Card how would you rate his job performance cnn FoxNews rp",0,0,0
"4481","Going around Congress
Wall of Troops in the intermRyan and Co refuse to add the fundingappropriations for fiscalPresidentTrump",-1,0,1
"4482","PresidentTrump has proven hes a man of his word Hes keeping every one of his caign promises one by one So awesome",3,3,0
"4483","Asking for a friend The more you knowInaugurationDay PresidentTrump OrangeMuppetHitler gnyAU",0,0,0
"4484","When you find out your friend voted Trump NotMyPresident PresidentTrump OWOtLwqp",1,1,0
"4485","ThrowbackThursday MakeAmericaGreatAgain PresidentElectTrump PresidentTrump TrumpLandslidethe USA",0,0,0
"4486","NewBen Garrison cartoon Bold BenGarrison PresidentTrump HBJzdbf",0,0,0
"4487","The election of PresidentTrump had surprisingly little to do with the man himself It was a groundswell rejection of t",-1,0,1
"4488","I believe PresidentTrump has easily shown that needing political experience is a crock Common sense works much better",2,2,0
"4489","Here is how HumanRights have fared in Trumps Days
CRWnews PresidentTrump USA KAEpyYYY",0,0,0
"4490","PresidentTrumps FirstDays Interview on Fox NewsFirst FirstDays MAGA
Trump TrumpTrain FoxNews
LHcEAWGi",0,0,0
"4491","USA is now under new management PresidentTrumpteam MAGA JtCNLhLuM",0,0,0
"4492","Check your American privilege MAGA BoycottOscar FirstDays ProgressiveHaters PresidentTrump VvFDnCW",1,1,0
"4493","As ANTI LibtardOdiBeTDv",0,0,0
"4494","North Korea missile test regime has disrespected China says Donald Trump qEtIsNP",1,1,0
"4495","KeithOlbermann celebrates PresidentTrumps FirstDays of having accomplished NOTHING SVYuyHllyx",1,1,0
"4496","SpecialElection MAGAThis Tuesday SCElect The Candidate Supporting PresidentTrump",1,1,0
"4497","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst",-1,0,1
"4498","Mr PresidentTrumpyour doing a hell of a job Thank youI along with vast millions of",0,1,1
"4499","SpecialElection MAGAThis Tuesday SCElect The Candidate Supporting PresidentTrump",1,1,0
"4500","PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction",-1,1,2
"4501","PresidentTrump America wants you to BuildThatWallwe are looking forward to that beautiful physical bar",1,1,0
"4502","Mr PresidentTrumpyour doing a hell of a job Thank youI along with vast millions of",0,1,1
"4503","SpecialElection MAGAThis Tuesday SCElect The Candidate Supporting PresidentTrump",1,1,0
"4504","SpecialElection MAGAThis Tuesday SCElect The Candidate Supporting PresidentTrump",1,1,0
"4505","SpecialElection MAGAThis Tuesday SCElect The Candidate Supporting PresidentTrump",1,1,0
"4506","SpecialElection MAGAThis Tuesday SCElect The Candidate Supporting PresidentTrump",1,1,0
"4507","New revised easy to read and share PSA nFlhLiYR",1,1,0
"4508","Raymond Tallis In my favourite pub the staff turn down the speaker in my XlsUXUl",0,0,0
"4509","Ann Patchett My best kiss I kissed John Updike as he presented me with an eEFVLEGqu",1,1,0
"4510","My workout I was freestyle slalom skating before I even knew it was a sport ojalZueug",0,0,0
"4511","The lesson from Donald Trumps firstdays resistance is not futilePresidentTrump Trump DCEeXDnG",-1,1,2
"4512","PresidentTrump absolutely looking at breakingup thCircuitJUST DO ITThank you AmericaFirst MAGA",0,0,0
"4513","PresidentTrump absolutely looking at breakingup thCircuitJUST DO ITThank you AmericaFirst MAGA",0,0,0
"4514","When you find out your friend voted Trump NotMyPresident PresidentTrump OWOtLwqp",1,1,0
"4515","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst",-1,0,1
"4516","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst",-1,0,1
"4517","I think Nancy Pelosi is incompetent actually you know if you look at whats going on with the Democrats and the pAPPKCTPg",-1,0,1
"4518","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst",-1,0,1
"4519","So happy to have this to hang on my wall to remember the day we elected the best POTUS ever PresidentTrump MAGA Tru",1,2,1
"4520","USA is now under new management PresidentTrumpteam MAGA jkPAsDpDP",0,0,0
"4521","Check your American privilege MAGA BoycottOscar FirstDays ProgressiveHaters PresidentTrump lXVSyLSX",1,1,0
"4522","Is it just me or does PresidentTrump remind you of someone StrongandStableLeadership lxWHDxvSHA",0,0,0
"4523","Is it just me or does PresidentTrump remind you of someone StrongandStableLeadership lxWHDxvSHA",0,0,0
"4524","SpecialElection MAGAThis Tuesday SCElect The Candidate Supporting PresidentTrump",1,1,0
"4525","nytimes catalogued every tweet by PresidentTrumpsince he took office and foundthemes MpfbxAwWpx",0,0,0
"4526","When you find out your friend voted Trump NotMyPresident PresidentTrump OWOtLwqp",1,1,0
"4527","days of Trump and hes not the only one who has learned a lot baPdYixu",0,1,1
"4528","Fangs the lightning rise of Facebook Amazon Netflix and Google elKLZNBwO",0,0,0
"4529","Yotam Ottolenghis recipes from New Orleans uetvKwqpP",0,0,0
"4530","Oh pleaseJust leave the man PresidentTrump alone Let him do his job without all the nnHqdBk",0,0,0
"4531","Trump signs stopgap spending bill to avert shutdown MAGA PresidentTrump TCOT OurPresident TrumpTrain Trump",2,2,0
"4532","LOLnobodycares gowatchgolf in your purplerevolution tie Thank God its PresidentTrump",1,1,0
"4533","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst",-1,0,1
"4534","So brainwashed by so many liesbut he is PRESIDENTTRUMPBUILDTHEWALL ENDSANCTUARYCITIES DEPORTALLILLEGALS tBJpIlXzN",0,0,0
"4535","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst",-1,0,1
"4536","Why are Dems just now worrying about the Deficitnow that PresidentTrumpreleased his TaxPlanOBAMA",-1,0,1
"4537","PresidentTrump I will never infringe on the right to bear arms NRA Convention",0,1,1
"4538","PresidentTrumpwill be President foryears Godwilling Trump AmericaIsBack AmericaFirst",1,1,0
"4539","PresidentTrump Freedom is not a gift from government It is a gift from God NRA Convention",0,1,1
"4540","NAFTA deal with SouthKorea now WTO PresidentTrump has international trade in his crosshairs ZRtSfUPF",0,0,0
"4541","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst",-1,0,1
"4542","PresidentTrump how the hell do we no that any country south of US arent letting out their criminals loose toYdADrtPBNM",-3,0,3
"4543","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst",-1,0,1
"4544","Dear God
Thank you for answering our prayers
A grateful NationGodBlessAmerica PresidentTrump ElectionDay",1,1,0
"4545","Thank you President Trump You are for the people PS Great pic PresidentTrump FirstDays MAGA EZXXct",3,3,0
"4546","SpecialElection MAGAThis Tuesday SCElect The Candidate Supporting PresidentTrump",1,1,0
"4547","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst",-1,0,1
"4548","LOLnobodycares gowatchgolf in your purplerevolution tie Thank God its PresidentTrump OrALuzcco",1,1,0
"4549","PresidentTrump is rebuilding Our Military again and making sure Veterans get the care they deserveMAGA SupportOurTro",0,0,0
"4550","PresidentTrump FirstDays RT if youre proud ofOrALuzcco",1,1,0
"4551","TRUMPNAFTA is Coming BACKwttv DonaldTrump presidenttrump wtr westerntruthtv politics news
bhZrKVmGBU",0,0,0
"4552","I Made My PromiseKeep My Promise
PresidentTrumpFeds to BEAT IT Returns Education to the STATES Aboli",0,0,0
"4553","PresidentTrump is rebuilding Our Military again and making sure Veterans get the care they deserveMAGA SupportOurTro",0,0,0
"4554","TopCelebrity Trump Haters pls RTlxITWHAd merylstreep Michaelmoore presidenttrump katyp",0,1,1
"4555","USA is now under new management PresidentTrumpteam MAGA PqhsbYdo",0,0,0
"4556","Check your American privilege MAGA BoycottOscar FirstDays ProgressiveHaters PresidentTrump eOrhVBt",1,1,0
"4557","MAGA Trump GabFam USA Earthquakes Patriot PresidentTrump AmericaFirst BPEarthWatchRepo QcZKkvw",2,2,0
"4558","MAGA Trump GabFam USA Patriot AmericaFirst PresidentTrumpBPEarthWatchReports Troll C lIIpbuYRP",2,2,0
"4559","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst",-1,0,1
"4560","Loyalty Dayk pairs of socks represent babies aborted by Planned Parenthood during PresidentTrumpdays U PSzxSRA",0,1,1
"4561","The Senate shall have the sole Power to try all Impeachments When sitting for PresidentTrump",0,0,0
"4562","You liberals try so hard to make PresidentTrump look badbut every day he just keeps on winning liberalsneverlearn",0,1,1
"4563","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst",-1,0,1
"4564","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst",-1,0,1
"4565","America hasnt just trumped its sharted presidenttrump USElection",0,0,0
"4566","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst",-1,0,1
"4567","PresidentTrump is rebuilding Our Military again and making sure Veterans get the care they deserveMAGA SupportOurTro",0,0,0
"4568","He is more conservative than dqCsvuctI",-1,0,1
"4569","CTH
April thPresidential PoliticsTrump Administration DayvtWtEmleLnPresidentTrump MAGA tcot PJNET",0,0,0
"4570","PresidentTrumps first Dayscoverage of that look elsewhere POTUS wd still like this though
trumpdays D",1,1,0
"4571","PresidentTrump is rebuilding Our Military again and making sure Veterans get the care they deserveMAGA SupportOurTro",0,0,0
"4572","PresidentTrump has proven hes a man of his word Hes keeping every one of his caign promises one by one So awesome",3,3,0
"4573","PresidentTrump FirstDays RT if youre proud ofOrALuzcco",1,1,0
"4574","Say goodbye to globalism with PresidentTrump we MAGA and we stand strong with WorldMarine MarineLePen",1,1,0
"4575","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst",-1,0,1
"4576","PresidentTrump declares MayDay as LoyaltyDay in America henceforth EtjYuOZV Constitution Freedom Equality Justice",1,1,0
"4577","And thats basically why PresidentTrump is one of the all time great Presidents WwsjOLqMkU",1,1,0
"4578","I Made My PromiseKeep My Promise
PresidentTrumpFeds to BEAT IT Returns Education to the STATES Aboli",0,0,0
